video_filename,copy_caption,hashtags,description,episode_number,episode_code,path_inside_zip,video_zip_pack,artifact_zip,still_filename,title,year,handle,duration_sec,image_credit
097-bayeux-tapestry.mp4,Bayeux Tapestry (1066). 230 feet. One battle DOCUMENTED. Embroidered cloth circa 1070s in England. Depicts Norman Conquest of 1066. @FactsOrWhacks #BayeuxTapestry #Medieval #ArtHistory #HistoryTok #FactsOrWhacks,#BayeuxTapestry #Medieval #ArtHistory #HistoryTok #FactsOrWhacks,Bayeux Tapestry (1066). 230 feet. One battle DOCUMENTED. Embroidered cloth circa 1070s in England. Depicts Norman Conquest of 1066.,97,097,facts-or-whacks-videos/097-bayeux-tapestry.mp4,facts-or-whacks-videos-051-100.zip,videos_30s_pack_051_100.zip,097-bayeux-tapestry.webp,Bayeux Tapestry,1066,@FactsOrWhacks,30,Myrabella · Public domain
098-el-cid.mp4,El Cid (1102). Christian hero. Muslim ALLY. Rodrigo Diaz de Vivar 11th century knight. El Cid was fought for and against both Christian and Muslim rulers. @FactsOrWhacks #ElCid #Medieval #Spain #HistoryTok #FactsOrWhacks,#ElCid #Medieval #Spain #HistoryTok #FactsOrWhacks,El Cid (1102). Christian hero. Muslim ALLY. Rodrigo Diaz de Vivar 11th century knight. El Cid was fought for and against both Christian and Muslim rulers.,98,098,facts-or-whacks-videos/098-el-cid.mp4,facts-or-whacks-videos-051-100.zip,videos_30s_pack_051_100.zip,098-el-cid.webp,El Cid,1102,@FactsOrWhacks,30,photographer: ElCaminodeSantiago09 2006 · CC BY-SA 2.0
099-great-schism.mp4,Great Schism (1417). Two popes. One church. CHAOS. Western Schism 1378-1417 in Catholic Church. Two then three rival popes at once. @FactsOrWhacks #GreatSchism #Medieval #CatholicChurch #HistoryTok #FactsOrWhacks,#GreatSchism #Medieval #CatholicChurch #HistoryTok #FactsOrWhacks,Great Schism (1417). Two popes. One church. CHAOS. Western Schism 1378-1417 in Catholic Church. Two then three rival popes at once.,99,099,facts-or-whacks-videos/099-great-schism.mp4,facts-or-whacks-videos-051-100.zip,videos_30s_pack_051_100.zip,099-great-schism.webp,Great Schism,1417,@FactsOrWhacks,30,Barrikader ( talk · contribs ) · CC BY-SA 3.0
100-justinian-s-code.mp4,Justinian's Code. Roman law. Still used TODAY. Emperor Justinian codified Roman law 529-534. Corpus Juris Civilis is the foundation of civil law. @FactsOrWhacks #Justinian #RomanLaw #Medieval #HistoryFacts #FactsOrWhacks,#Justinian #RomanLaw #Medieval #HistoryFacts #FactsOrWhacks,Justinian's Code. Roman law. Still used TODAY. Emperor Justinian codified Roman law 529-534. Corpus Juris Civilis is the foundation of civil law.,100,100,facts-or-whacks-videos/100-justinian-s-code.mp4,facts-or-whacks-videos-051-100.zip,videos_30s_pack_051_100.zip,100-justinian-s-code.webp,Justinian's Code,,@FactsOrWhacks,30,Tataryn · CC BY-SA 3.0
101-siege-of-jerusalem-1099.mp4,"Siege of Jerusalem 1099 (1099). Blood ran ankle-deep. First Crusade captured Jerusalem July 15, 1099. Crusaders massacred Muslim and Jewish residents. @FactsOrWhacks #Jerusalem #Crusades #Medieval #HistoryTok #FactsOrWhacks",#Jerusalem #Crusades #Medieval #HistoryTok #FactsOrWhacks,"Siege of Jerusalem 1099 (1099). Blood ran ankle-deep. First Crusade captured Jerusalem July 15, 1099. Crusaders massacred Muslim and Jewish residents.",101,101,facts-or-whacks-videos/101-siege-of-jerusalem-1099.mp4,facts-or-whacks-videos-101-150.zip,videos_30s_pack_101_150.zip,101-siege-of-jerusalem-1099.webp,Siege of Jerusalem 1099,1099,@FactsOrWhacks,30,Émile Signol · Public domain
102-pax-mongolica.mp4,Pax Mongolica. Safe trade across ASIA. Mongol Empire enabled safe trade 13th-14th century. Silk Road flourished under Mongol protection. @FactsOrWhacks #PaxMongolica #Mongols #TradeHistory #HistoryTok #FactsOrWhacks,#PaxMongolica #Mongols #TradeHistory #HistoryTok #FactsOrWhacks,Pax Mongolica. Safe trade across ASIA. Mongol Empire enabled safe trade 13th-14th century. Silk Road flourished under Mongol protection.,102,102,facts-or-whacks-videos/102-pax-mongolica.mp4,facts-or-whacks-videos-101-150.zip,videos_30s_pack_101_150.zip,102-pax-mongolica.webp,Pax Mongolica,,@FactsOrWhacks,30,User:Astrokey44 · CC BY-SA 3.0
103-founding-of-oxford-university.mp4,Founding of Oxford University (1209). Students. Books. 900 YEARS. Teaching existed Oxford by 1096. Oldest university in English-speaking world. @FactsOrWhacks #Oxford #Medieval #Education #HistoryTok #FactsOrWhacks,#Oxford #Medieval #Education #HistoryTok #FactsOrWhacks,Founding of Oxford University (1209). Students. Books. 900 YEARS. Teaching existed Oxford by 1096. Oldest university in English-speaking world.,103,103,facts-or-whacks-videos/103-founding-of-oxford-university.mp4,facts-or-whacks-videos-101-150.zip,videos_30s_pack_101_150.zip,103-founding-of-oxford-university.webp,Founding of Oxford University,1209,@FactsOrWhacks,30,Diliff · CC BY 2.5
104-viking-rus-and-kiev.mp4,Viking Rus and Kiev. Vikings founded RUSSIA. Norse traders called Varangians reached Russia. Rurik dynasty founded Kievan Rus 862. @FactsOrWhacks #KievanRus #Vikings #Medieval #HistoryTok #FactsOrWhacks,#KievanRus #Vikings #Medieval #HistoryTok #FactsOrWhacks,Viking Rus and Kiev. Vikings founded RUSSIA. Norse traders called Varangians reached Russia. Rurik dynasty founded Kievan Rus 862.,104,104,facts-or-whacks-videos/104-viking-rus-and-kiev.mp4,facts-or-whacks-videos-101-150.zip,videos_30s_pack_101_150.zip,104-viking-rus-and-kiev.webp,Viking Rus and Kiev,,@FactsOrWhacks,30,Vitaliyf261 · CC BY-SA 4.0
105-marco-polo-and-the-silk-road.mp4,Marco Polo and the Silk Road (1295). 24 years. One BOOK. Traveled Silk Road to Yuan Dynasty China. Returned 1295 after 24 years abroad. @FactsOrWhacks #SilkRoad #MarcoPolo #Medieval #HistoryTok #FactsOrWhacks,#SilkRoad #MarcoPolo #Medieval #HistoryTok #FactsOrWhacks,Marco Polo and the Silk Road (1295). 24 years. One BOOK. Traveled Silk Road to Yuan Dynasty China. Returned 1295 after 24 years abroad.,105,105,facts-or-whacks-videos/105-marco-polo-and-the-silk-road.mp4,facts-or-whacks-videos-101-150.zip,videos_30s_pack_101_150.zip,105-marco-polo-and-the-silk-road.webp,Marco Polo and the Silk Road,1295,@FactsOrWhacks,30,Whole_world_-_land_and_oceans_12000.jpg : NASA/Goddard Space Flight Cen… · Public domain
106-italian-renaissance.mp4,Italian Renaissance (1250). One city birthed MODERN art. Florence Italy epicenter 14th-16th centuries. Revival of classical Greek and Roman learning. @FactsOrWhacks #Renaissance #Florence #ArtHistory #HistoryTok #FactsOrWhacks,#Renaissance #Florence #ArtHistory #HistoryTok #FactsOrWhacks,Italian Renaissance (1250). One city birthed MODERN art. Florence Italy epicenter 14th-16th centuries. Revival of classical Greek and Roman learning.,106,106,facts-or-whacks-videos/106-italian-renaissance.mp4,facts-or-whacks-videos-101-150.zip,videos_30s_pack_101_150.zip,106-italian-renaissance.webp,Italian Renaissance,1250,@FactsOrWhacks,30,echiner1 · CC BY-SA 2.0
107-leonardo-da-vinci.mp4,Leonardo da Vinci. Artist. Inventor. GENIUS. Painted Mona Lisa and Last Supper. Designed flying machines centuries early. @FactsOrWhacks #LeonardoDaVinci #Renaissance #Genius #HistoryTok #FactsOrWhacks,#LeonardoDaVinci #Renaissance #Genius #HistoryTok #FactsOrWhacks,Leonardo da Vinci. Artist. Inventor. GENIUS. Painted Mona Lisa and Last Supper. Designed flying machines centuries early.,107,107,facts-or-whacks-videos/107-leonardo-da-vinci.mp4,facts-or-whacks-videos-101-150.zip,videos_30s_pack_101_150.zip,107-leonardo-da-vinci.webp,Leonardo da Vinci,,@FactsOrWhacks,30,Leonardo da Vinci · Public domain
108-sistine-chapel-ceiling.mp4,"Sistine Chapel Ceiling (1508). 4 years on his BACK. Michelangelo painted ceiling 1508-1512. 343 figures across 5,000 square feet. @FactsOrWhacks #SistineChapel #Michelangelo #Renaissance #ArtHistory #FactsOrWhacks",#SistineChapel #Michelangelo #Renaissance #ArtHistory #FactsOrWhacks,"Sistine Chapel Ceiling (1508). 4 years on his BACK. Michelangelo painted ceiling 1508-1512. 343 figures across 5,000 square feet.",108,108,facts-or-whacks-videos/108-sistine-chapel-ceiling.mp4,facts-or-whacks-videos-101-150.zip,videos_30s_pack_101_150.zip,108-sistine-chapel-ceiling.webp,Sistine Chapel Ceiling,1508,@FactsOrWhacks,30,Michelangelo · Public domain
109-martin-luther-s-reformation.mp4,"Martin Luther's Reformation (1517). One nail. Church SPLIT. Posted 95 Theses Wittenberg October 31, 1517. Challenged indulgences and papal authority. @FactsOrWhacks #Reformation #MartinLuther #Religion #HistoryTok #FactsOrWhacks",#Reformation #MartinLuther #Religion #HistoryTok #FactsOrWhacks,"Martin Luther's Reformation (1517). One nail. Church SPLIT. Posted 95 Theses Wittenberg October 31, 1517. Challenged indulgences and papal authority.",109,109,facts-or-whacks-videos/109-martin-luther-s-reformation.mp4,facts-or-whacks-videos-101-150.zip,videos_30s_pack_101_150.zip,109-martin-luther-s-reformation.webp,Martin Luther's Reformation,1517,@FactsOrWhacks,30,Martin Luther · Public domain
110-copernican-revolution.mp4,Copernican Revolution (1543). Earth is NOT the center. Nicolaus Copernicus proposed heliocentric model 1543. Earth and planets orbit the Sun. @FactsOrWhacks #Copernicus #Astronomy #ScienceHistory #HistoryTok #FactsOrWhacks,#Copernicus #Astronomy #ScienceHistory #HistoryTok #FactsOrWhacks,Copernican Revolution (1543). Earth is NOT the center. Nicolaus Copernicus proposed heliocentric model 1543. Earth and planets orbit the Sun.,110,110,facts-or-whacks-videos/110-copernican-revolution.mp4,facts-or-whacks-videos-101-150.zip,videos_30s_pack_101_150.zip,110-copernican-revolution.webp,Copernican Revolution,1543,@FactsOrWhacks,30,Unknown author Unknown author · Public domain
111-galileo-vs-the-church.mp4,Galileo vs the Church (1633). He said Earth MOVES. They said STOP. Galileo improved telescope observed Jupiter's moons. Supported Copernican heliocentric model. @FactsOrWhacks #Galileo #ScienceHistory #CatholicChurch #HistoryTok #FactsOrWhacks,#Galileo #ScienceHistory #CatholicChurch #HistoryTok #FactsOrWhacks,Galileo vs the Church (1633). He said Earth MOVES. They said STOP. Galileo improved telescope observed Jupiter's moons. Supported Copernican heliocentric model.,111,111,facts-or-whacks-videos/111-galileo-vs-the-church.mp4,facts-or-whacks-videos-101-150.zip,videos_30s_pack_101_150.zip,111-galileo-vs-the-church.webp,Galileo vs the Church,1633,@FactsOrWhacks,30,Justus Sustermans · Public domain
112-william-shakespeare.mp4,"William Shakespeare (1592). 37 plays. 1,700 NEW words. English playwright 1564-1616. Wrote tragedies comedies and histories. @FactsOrWhacks #Shakespeare #Literature #Renaissance #HistoryTok #FactsOrWhacks",#Shakespeare #Literature #Renaissance #HistoryTok #FactsOrWhacks,"William Shakespeare (1592). 37 plays. 1,700 NEW words. English playwright 1564-1616. Wrote tragedies comedies and histories.",112,112,facts-or-whacks-videos/112-william-shakespeare.mp4,facts-or-whacks-videos-101-150.zip,videos_30s_pack_101_150.zip,112-william-shakespeare.webp,William Shakespeare,1592,@FactsOrWhacks,30,Attributed to John Taylor · Public domain
113-defeat-of-spanish-armada.mp4,Defeat of Spanish Armada (1588). 130 ships. England WON. Philip II sent 130 ships to invade England 1588. English fire ships broke Spanish formation. @FactsOrWhacks #SpanishArmada #ElizabethI #NavalHistory #HistoryTok #FactsOrWhacks,#SpanishArmada #ElizabethI #NavalHistory #HistoryTok #FactsOrWhacks,Defeat of Spanish Armada (1588). 130 ships. England WON. Philip II sent 130 ships to invade England 1588. English fire ships broke Spanish formation.,113,113,facts-or-whacks-videos/113-defeat-of-spanish-armada.mp4,facts-or-whacks-videos-101-150.zip,videos_30s_pack_101_150.zip,113-defeat-of-spanish-armada.webp,Defeat of Spanish Armada,1588,@FactsOrWhacks,30,"Robert Adams, Augustine Ryther · Public domain"
114-columbian-exchange.mp4,Columbian Exchange (1492). Potatoes to Europe. Smallpox to AMERICA. Term coined by Alfred Crosby for 1492+ transfers. New World crops transformed Old World diets. @FactsOrWhacks #ColumbianExchange #Exploration #WorldHistory #HistoryTok #FactsOrWhacks,#ColumbianExchange #Exploration #WorldHistory #HistoryTok #FactsOrWhacks,Columbian Exchange (1492). Potatoes to Europe. Smallpox to AMERICA. Term coined by Alfred Crosby for 1492+ transfers. New World crops transformed Old World diets.,114,114,facts-or-whacks-videos/114-columbian-exchange.mp4,facts-or-whacks-videos-101-150.zip,videos_30s_pack_101_150.zip,114-columbian-exchange.webp,Columbian Exchange,1492,@FactsOrWhacks,30,Wikimedia Commons · Public domain
115-fall-of-the-aztec-empire.mp4,Fall of the Aztec Empire (1521). 600 men vs an EMPIRE. Hernan Cortes landed Mexico 1519 with 600 men. Allied with enemies of Aztecs including Tlaxcalans. @FactsOrWhacks #Aztec #Conquistadors #Mexico #HistoryTok #FactsOrWhacks,#Aztec #Conquistadors #Mexico #HistoryTok #FactsOrWhacks,Fall of the Aztec Empire (1521). 600 men vs an EMPIRE. Hernan Cortes landed Mexico 1519 with 600 men. Allied with enemies of Aztecs including Tlaxcalans.,115,115,facts-or-whacks-videos/115-fall-of-the-aztec-empire.mp4,facts-or-whacks-videos-101-150.zip,videos_30s_pack_101_150.zip,115-fall-of-the-aztec-empire.webp,Fall of the Aztec Empire,1521,@FactsOrWhacks,30,Unknown author Unknown author · Public domain
116-conquest-of-the-inca-empire.mp4,Conquest of the Inca Empire (1533). 168 Spaniards. Millions conquered. Francisco Pizarro captured Emperor Atahualpa 1532. Ransom room filled with gold then Atahualpa executed. @FactsOrWhacks #Inca #Conquistadors #Peru #HistoryTok #FactsOrWhacks,#Inca #Conquistadors #Peru #HistoryTok #FactsOrWhacks,Conquest of the Inca Empire (1533). 168 Spaniards. Millions conquered. Francisco Pizarro captured Emperor Atahualpa 1532. Ransom room filled with gold then Atahualpa executed.,116,116,facts-or-whacks-videos/116-conquest-of-the-inca-empire.mp4,facts-or-whacks-videos-101-150.zip,videos_30s_pack_101_150.zip,116-conquest-of-the-inca-empire.webp,Conquest of the Inca Empire,1533,@FactsOrWhacks,30,Juan Lepiani · Public domain
117-thirty-years-war.mp4,Thirty Years War (1648). 8 million dead. Europe DEVASTATED. Thirty Years War was fought 1618-1648 mostly in Holy Roman Empire. Started as Protestant vs Catholic conflict. @FactsOrWhacks #ThirtyYearsWar #Europe #ReligiousWar #HistoryTok #FactsOrWhacks,#ThirtyYearsWar #Europe #ReligiousWar #HistoryTok #FactsOrWhacks,Thirty Years War (1648). 8 million dead. Europe DEVASTATED. Thirty Years War was fought 1618-1648 mostly in Holy Roman Empire. Started as Protestant vs Catholic conflict.,117,117,facts-or-whacks-videos/117-thirty-years-war.mp4,facts-or-whacks-videos-101-150.zip,videos_30s_pack_101_150.zip,117-thirty-years-war.webp,Thirty Years War,1648,@FactsOrWhacks,30,Karl Friedrich Lessing · Public domain
118-english-civil-war.mp4,English Civil War (1651). King lost his HEAD. Again. Parliament vs King Charles I 1642-1651. Oliver Cromwell led New Model Army. @FactsOrWhacks #EnglishCivilWar #Britain #Revolution #HistoryTok #FactsOrWhacks,#EnglishCivilWar #Britain #Revolution #HistoryTok #FactsOrWhacks,English Civil War (1651). King lost his HEAD. Again. Parliament vs King Charles I 1642-1651. Oliver Cromwell led New Model Army.,118,118,facts-or-whacks-videos/118-english-civil-war.mp4,facts-or-whacks-videos-101-150.zip,videos_30s_pack_101_150.zip,118-english-civil-war.webp,English Civil War,1651,@FactsOrWhacks,30,Unknown author Unknown author · Public domain
119-salem-witch-trials.mp4,Salem Witch Trials (1693). 20 hanged. Mass HYSTERIA. Occurred 1692-1693 in Massachusetts colony. Over 200 accused mostly women. @FactsOrWhacks #SalemWitchTrials #ColonialAmerica #DarkHistory #HistoryTok #FactsOrWhacks,#SalemWitchTrials #ColonialAmerica #DarkHistory #HistoryTok #FactsOrWhacks,Salem Witch Trials (1693). 20 hanged. Mass HYSTERIA. Occurred 1692-1693 in Massachusetts colony. Over 200 accused mostly women.,119,119,facts-or-whacks-videos/119-salem-witch-trials.mp4,facts-or-whacks-videos-101-150.zip,videos_30s_pack_101_150.zip,119-salem-witch-trials.webp,Salem Witch Trials,1693,@FactsOrWhacks,30,unattributed · Public domain
120-great-fire-of-london.mp4,"Great Fire of London (1666). 13,000 houses. 5 DEAD. Burned September 2-6 1666. Destroyed 87 churches and St Paul's Cathedral. @FactsOrWhacks #GreatFire #London #Disaster #HistoryTok #FactsOrWhacks",#GreatFire #London #Disaster #HistoryTok #FactsOrWhacks,"Great Fire of London (1666). 13,000 houses. 5 DEAD. Burned September 2-6 1666. Destroyed 87 churches and St Paul's Cathedral.",120,120,facts-or-whacks-videos/120-great-fire-of-london.mp4,facts-or-whacks-videos-101-150.zip,videos_30s_pack_101_150.zip,120-great-fire-of-london.webp,Great Fire of London,1666,@FactsOrWhacks,30,Unknown artist Unknown artist · Public domain
121-louis-xiv-sun-king.mp4,Louis XIV Sun King (1715). I am the STATE. Reigned France 1643-1715 longest in European history. Built Palace of Versailles as power symbol. @FactsOrWhacks #LouisXIV #France #Monarchy #HistoryTok #FactsOrWhacks,#LouisXIV #France #Monarchy #HistoryTok #FactsOrWhacks,Louis XIV Sun King (1715). I am the STATE. Reigned France 1643-1715 longest in European history. Built Palace of Versailles as power symbol.,121,121,facts-or-whacks-videos/121-louis-xiv-sun-king.mp4,facts-or-whacks-videos-101-150.zip,videos_30s_pack_101_150.zip,121-louis-xiv-sun-king.webp,Louis XIV Sun King,1715,@FactsOrWhacks,30,Hyacinthe Rigaud · Public domain
122-peter-the-great.mp4,Peter the Great (1725). He dragged Russia into MODERNITY. Tsar of Russia 1682-1725. Built St Petersburg as window to Europe. @FactsOrWhacks #PeterTheGreat #Russia #Modernization #HistoryTok #FactsOrWhacks,#PeterTheGreat #Russia #Modernization #HistoryTok #FactsOrWhacks,Peter the Great (1725). He dragged Russia into MODERNITY. Tsar of Russia 1682-1725. Built St Petersburg as window to Europe.,122,122,facts-or-whacks-videos/122-peter-the-great.mp4,facts-or-whacks-videos-101-150.zip,videos_30s_pack_101_150.zip,122-peter-the-great.webp,Peter the Great,1725,@FactsOrWhacks,30,Attributed to Jean-Marc Nattier · Public domain
123-seven-years-war.mp4,Seven Years War (1763). First WORLD war. Seven Years War was fought 1756-1763 across five continents. Britain vs France and allies globally. @FactsOrWhacks #SevenYearsWar #WorldHistory #MilitaryHistory #HistoryTok #FactsOrWhacks,#SevenYearsWar #WorldHistory #MilitaryHistory #HistoryTok #FactsOrWhacks,Seven Years War (1763). First WORLD war. Seven Years War was fought 1756-1763 across five continents. Britain vs France and allies globally.,123,123,facts-or-whacks-videos/123-seven-years-war.mp4,facts-or-whacks-videos-101-150.zip,videos_30s_pack_101_150.zip,123-seven-years-war.webp,Seven Years War,1763,@FactsOrWhacks,30,Blaue Max · CC BY-SA 4.0
124-boston-massacre.mp4,"Boston Massacre (1770). 5 dead. Revolution IGNITED. British soldiers fired on crowd March 5, 1770. Five colonists killed including Crispus Attucks. @FactsOrWhacks #BostonMassacre #AmericanHistory #Revolution #HistoryTok #FactsOrWhacks",#BostonMassacre #AmericanHistory #Revolution #HistoryTok #FactsOrWhacks,"Boston Massacre (1770). 5 dead. Revolution IGNITED. British soldiers fired on crowd March 5, 1770. Five colonists killed including Crispus Attucks.",124,124,facts-or-whacks-videos/124-boston-massacre.mp4,facts-or-whacks-videos-101-150.zip,videos_30s_pack_101_150.zip,124-boston-massacre.webp,Boston Massacre,1770,@FactsOrWhacks,30,Paul Revere · Public domain
125-stamp-act-crisis.mp4,Stamp Act Crisis (1765). Tax without representation. Colonists EXPLODED. British Parliament passed Stamp Act 1765. Tax on every printed document in colonies. @FactsOrWhacks #StampAct #AmericanHistory #Revolution #HistoryTok #FactsOrWhacks,#StampAct #AmericanHistory #Revolution #HistoryTok #FactsOrWhacks,Stamp Act Crisis (1765). Tax without representation. Colonists EXPLODED. British Parliament passed Stamp Act 1765. Tax on every printed document in colonies.,125,125,facts-or-whacks-videos/125-stamp-act-crisis.mp4,facts-or-whacks-videos-101-150.zip,videos_30s_pack_101_150.zip,125-stamp-act-crisis.webp,Stamp Act Crisis,1765,@FactsOrWhacks,30,Henry Marriott Paget · Public domain
126-zheng-he-s-treasure-fleet.mp4,Zheng He's Treasure Fleet (1405). 300 ships. Before Columbus. Ming Dynasty admiral led seven voyages 1405-1433. Fleet of massive treasure ships up to 400 feet. @FactsOrWhacks #ZhengHe #MingDynasty #Exploration #HistoryTok #FactsOrWhacks,#ZhengHe #MingDynasty #Exploration #HistoryTok #FactsOrWhacks,Zheng He's Treasure Fleet (1405). 300 ships. Before Columbus. Ming Dynasty admiral led seven voyages 1405-1433. Fleet of massive treasure ships up to 400 feet.,126,126,facts-or-whacks-videos/126-zheng-he-s-treasure-fleet.mp4,facts-or-whacks-videos-101-150.zip,videos_30s_pack_101_150.zip,126-zheng-he-s-treasure-fleet.webp,Zheng He's Treasure Fleet,1405,@FactsOrWhacks,30,Marcin Konsek · CC BY-SA 4.0
127-gunpowder-plot.mp4,Gunpowder Plot (1605). Guy Fawkes. 36 barrels. FAILED. Catholic conspirators planned to blow up Parliament 1605. 36 barrels of gunpowder hidden under House of Lords. @FactsOrWhacks #GunpowderPlot #GuyFawkes #Britain #HistoryTok #FactsOrWhacks,#GunpowderPlot #GuyFawkes #Britain #HistoryTok #FactsOrWhacks,Gunpowder Plot (1605). Guy Fawkes. 36 barrels. FAILED. Catholic conspirators planned to blow up Parliament 1605. 36 barrels of gunpowder hidden under House of Lords.,127,127,facts-or-whacks-videos/127-gunpowder-plot.mp4,facts-or-whacks-videos-101-150.zip,videos_30s_pack_101_150.zip,127-gunpowder-plot.webp,Gunpowder Plot,1605,@FactsOrWhacks,30,George Cruikshank · Public domain
128-edo-period-japan.mp4,Edo Period Japan (1868). 250 years of PEACE. Tokugawa shogunate ruled 1603-1868. Sakoku policy closed Japan to foreigners. @FactsOrWhacks #EdoPeriod #JapaneseHistory #Samurai #HistoryTok #FactsOrWhacks,#EdoPeriod #JapaneseHistory #Samurai #HistoryTok #FactsOrWhacks,Edo Period Japan (1868). 250 years of PEACE. Tokugawa shogunate ruled 1603-1868. Sakoku policy closed Japan to foreigners.,128,128,facts-or-whacks-videos/128-edo-period-japan.mp4,facts-or-whacks-videos-101-150.zip,videos_30s_pack_101_150.zip,128-edo-period-japan.webp,Edo Period Japan,1868,@FactsOrWhacks,30,unknown stitched by Marku1988 This panoramic image was created with Pan… · Public domain
129-taj-mahal.mp4,Taj Mahal (1632). One monument to LOVE. Built 1632-1653 by Mughal Emperor Shah Jahan. Memorial for beloved wife Mumtaz Mahal. @FactsOrWhacks #TajMahal #India #Architecture #HistoryTok #FactsOrWhacks,#TajMahal #India #Architecture #HistoryTok #FactsOrWhacks,Taj Mahal (1632). One monument to LOVE. Built 1632-1653 by Mughal Emperor Shah Jahan. Memorial for beloved wife Mumtaz Mahal.,129,129,facts-or-whacks-videos/129-taj-mahal.mp4,facts-or-whacks-videos-101-150.zip,videos_30s_pack_101_150.zip,129-taj-mahal.webp,Taj Mahal,1632,@FactsOrWhacks,30,Kristian Bertel · CC BY-SA 4.0
130-dutch-golden-age.mp4,Dutch Golden Age (1588). Tiny nation. Richest on EARTH. 17th century Netherlands dominated global trade. Dutch East India Company first multinational. @FactsOrWhacks #DutchGoldenAge #Netherlands #TradeHistory #HistoryTok #FactsOrWhacks,#DutchGoldenAge #Netherlands #TradeHistory #HistoryTok #FactsOrWhacks,Dutch Golden Age (1588). Tiny nation. Richest on EARTH. 17th century Netherlands dominated global trade. Dutch East India Company first multinational.,130,130,facts-or-whacks-videos/130-dutch-golden-age.mp4,facts-or-whacks-videos-101-150.zip,videos_30s_pack_101_150.zip,130-dutch-golden-age.webp,Dutch Golden Age,1588,@FactsOrWhacks,30,Wikimedia Commons · CC BY-SA 3.0
131-scientific-revolution.mp4,Scientific Revolution (1660). Reason replaced FAITH. 16th-17th century transformation of knowledge. Bacon Galileo Newton and Kepler led the way. @FactsOrWhacks #ScientificRevolution #ScienceHistory #Enlightenment #HistoryTok #FactsOrWhacks,#ScientificRevolution #ScienceHistory #Enlightenment #HistoryTok #FactsOrWhacks,Scientific Revolution (1660). Reason replaced FAITH. 16th-17th century transformation of knowledge. Bacon Galileo Newton and Kepler led the way.,131,131,facts-or-whacks-videos/131-scientific-revolution.mp4,facts-or-whacks-videos-101-150.zip,videos_30s_pack_101_150.zip,131-scientific-revolution.webp,Scientific Revolution,1660,@FactsOrWhacks,30,Godfrey Kneller · Public domain
132-treaty-of-westphalia.mp4,Treaty of Westphalia (1648). Modern nations BORN. Ended Thirty Years War 1648. Established principle of state sovereignty. @FactsOrWhacks #Westphalia #Europe #Diplomacy #HistoryFacts #FactsOrWhacks,#Westphalia #Europe #Diplomacy #HistoryFacts #FactsOrWhacks,Treaty of Westphalia (1648). Modern nations BORN. Ended Thirty Years War 1648. Established principle of state sovereignty.,132,132,facts-or-whacks-videos/132-treaty-of-westphalia.mp4,facts-or-whacks-videos-101-150.zip,videos_30s_pack_101_150.zip,132-treaty-of-westphalia.webp,Treaty of Westphalia,1648,@FactsOrWhacks,30,Dietmar Rabich · CC BY-SA 4.0
133-qing-dynasty-rise.mp4,Qing Dynasty Rise (1912). China's last dynasty. 268 YEARS. Manchu rulers seized Beijing 1644. Expanded to largest Chinese empire ever. @FactsOrWhacks #QingDynasty #ChineseHistory #Empire #HistoryTok #FactsOrWhacks,#QingDynasty #ChineseHistory #Empire #HistoryTok #FactsOrWhacks,Qing Dynasty Rise (1912). China's last dynasty. 268 YEARS. Manchu rulers seized Beijing 1644. Expanded to largest Chinese empire ever.,133,133,facts-or-whacks-videos/133-qing-dynasty-rise.mp4,facts-or-whacks-videos-101-150.zip,videos_30s_pack_101_150.zip,133-qing-dynasty-rise.webp,Qing Dynasty Rise,1912,@FactsOrWhacks,30,"Kallgan, Cartakes · CC BY-SA 3.0"
134-ivan-the-terrible.mp4,Ivan the Terrible (1547). First Tsar. Paranoid KILLER. Ivan IV crowned first Tsar of Russia 1547. Created Oprichnina secret police terror. @FactsOrWhacks #IvanTheTerrible #Russia #Monarchy #HistoryTok #FactsOrWhacks,#IvanTheTerrible #Russia #Monarchy #HistoryTok #FactsOrWhacks,Ivan the Terrible (1547). First Tsar. Paranoid KILLER. Ivan IV crowned first Tsar of Russia 1547. Created Oprichnina secret police terror.,134,134,facts-or-whacks-videos/134-ivan-the-terrible.mp4,facts-or-whacks-videos-101-150.zip,videos_30s_pack_101_150.zip,134-ivan-the-terrible.webp,Ivan the Terrible,1547,@FactsOrWhacks,30,Shakko · CC BY-SA 3.0
135-ottoman-siege-of-vienna.mp4,Ottoman Siege of Vienna (1529). Europe's gates held SHUT. Ottomans besieged Vienna 1529 and 1683. 1683 siege broken by Polish King Jan Sobieski. @FactsOrWhacks #SiegeOfVienna #Ottoman #Europe #HistoryTok #FactsOrWhacks,#SiegeOfVienna #Ottoman #Europe #HistoryTok #FactsOrWhacks,Ottoman Siege of Vienna (1529). Europe's gates held SHUT. Ottomans besieged Vienna 1529 and 1683. 1683 siege broken by Polish King Jan Sobieski.,135,135,facts-or-whacks-videos/135-ottoman-siege-of-vienna.mp4,facts-or-whacks-videos-101-150.zip,videos_30s_pack_101_150.zip,135-ottoman-siege-of-vienna.webp,Ottoman Siege of Vienna,1529,@FactsOrWhacks,30,"Anonymer, zeitgenössischer Maler · Public domain"
